itemID|simulationPrice|promotion
1649|19.8|2018-07-08
1650|145.86|2018-07-08
1651|67.59|2018-07-08,2018-07-11
1652|45.24|
1653|61.13|2018-07-08
1654|27.4|2018-07-08
1655|17.51|2018-07-13
1656|67.2|2018-07-11
1657|821.08|2018-07-13
1658|90.42|2018-07-11
1659|16.1|2018-07-11
1660|46.02|2018-07-08
1661|51.71|2018-07-13
1662|134.65|2018-07-08
1663|88.48|2018-07-13
1664|40.26|
1665|10.67|2018-07-05,2018-07-13
1666|20.52|2018-07-05
1667|12.54|2018-07-05
1668|7.38|
1669|2752.28|2018-07-13
1670|2.97|2018-07-01
1671|6.3|
1672|6.98|
1673|54.92|
1674|30.27|
1675|24.37|
1676|19.8|
1677|17.64|
1678|30.47|
1679|54.98|
1680|2.03|
1681|18.0|
1682|42.82|
1683|47.16|2018-07-05
1684|90.8|
1685|24.23|
1686|6.18|
1687|17.25|
1688|3.41|
1689|21.89|2018-07-05
1690|19.31|
1691|32.56|
1692|16.51|
1693|7.71|
1694|15.05|
1695|18.2|
1696|4.56|
1697|2.57|
1698|1.36|
1699|12.38|
1700|5.22|
1701|4.82|
1702|10.11|
1703|36.66|
1704|3.9|
1705|9.26|
1706|13.94|
1707|11.52|
1708|21.19|
1709|2.24|
1710|10.25|2018-07-01,2018-07-02
1711|22.31|2018-07-05
1712|8.84|2018-07-05
1713|17.71|2018-07-05
1714|63.09|2018-07-05
1715|50.38|2018-07-05
1716|12.28|2018-07-05
1717|11.8|
1718|8.59|
1719|8.22|2018-07-05
1720|78.61|2018-07-05
1721|13.38|2018-07-05
1722|40.02|
1723|11.25|
1724|425.08|
1725|215.73|
1726|393.36|2018-07-08
1727|350.74|
1728|2054.51|
1729|243.02|
1730|192.26|
1731|81.3|
1732|1551.96|
1733|2005.37|
1734|1358.25|
1735|2864.2|
1736|282.26|2018-07-01
1737|742.49|
1738|241.58|2018-07-01
1739|56.42|2018-07-01
1740|567.59|
1741|3432.82|
1742|53.0|2018-07-13
1743|29.23|2018-07-01
1744|70.69|2018-07-01
1745|25.02|
1746|16.21|2018-07-01
1747|33.34|
1748|53.25|2018-07-01
1749|20.83|2018-07-01
1750|4.07|2018-07-01
1751|96.89|2018-07-01
1752|34.31|2018-07-02
1753|69.71|
1754|360.14|
1755|1505.58|
1756|173.06|2018-07-02
1757|163.42|2018-07-13
1758|173.37|2018-07-13
1759|618.14|
1760|52.17|2018-07-13
1761|53.11|2018-07-13
1762|326.73|
1763|160.79|2018-07-13
1764|500.72|
1765|19.1|2018-07-13
1766|280.48|
1767|209.34|2018-07-13
1768|183.83|
1769|415.59|2018-07-01
1770|4789.57|
1771|424.45|
1772|1879.76|
1773|5238.14|
1774|425.74|
1775|251.37|
1776|19.37|
1777|86.62|
1778|62.32|
1779|33.79|2018-07-13
1780|84.29|2018-07-01
1781|2.22|
1782|13.69|
1783|80.86|
1784|73.91|
1785|136.08|
1786|38.36|
1787|61.05|2018-07-01
1788|172.73|2018-07-01,2018-07-06
1789|414.2|
1790|44.68|2018-07-01
1791|1076.04|2018-07-01
1792|671.01|
1793|29.49|
1794|54.59|
1795|22.85|
1796|13.19|2018-07-09
1797|84.09|2018-07-13
1798|64.45|2018-07-13
1799|60.73|
1800|4.88|2018-07-13
1801|158.52|
1802|32.33|2018-07-13
1803|1.92|
1804|22.83|2018-07-13
1805|14.99|
1806|35.47|
1807|3.56|
1808|53.99|
1809|7.44|
1810|9.28|
1811|27.2|
1812|45.61|
1813|10.75|
1814|119.15|
1815|30.49|2018-07-06
1816|7.63|
1817|55.01|
1818|16.29|2018-07-06
1819|22.02|2018-07-08
1820|17.25|
1821|6.59|2018-07-04
1822|12.09|
1823|22.83|2018-07-06
1824|32.71|
1825|31.58|
1826|3.38|
1827|23.9|
1828|5.89|
1829|4.17|2018-07-04
1830|12.64|
1831|19.03|
1832|33.45|
1833|17.04|
1834|118.47|2018-07-06
1835|22.83|
1836|39.92|2018-07-06
1837|10.08|2018-07-02
1838|62.04|
1839|9.62|2018-07-01
1840|9.09|
1841|8.81|
1842|96.96|
1843|2.43|
1844|5.86|2018-07-04
1845|6.28|2018-07-06
1846|87.44|
1847|89.29|2018-07-06
1848|47.48|
1849|38.14|2018-07-08
1850|20.47|2018-07-04
1851|16.08|
1852|16.7|
1853|9.69|
1854|40.68|
1855|20.9|
1856|9.45|
1857|75.89|
1858|12.66|
1859|17.67|
1860|16.64|
1861|9.99|
1862|1.32|
1863|9.44|
1864|15.35|
1865|41.42|
1866|87.17|
1867|11.79|
1868|57.64|
1869|32.62|
1870|48.11|
1871|2.74|
1872|139.73|
1873|6.11|
1874|29.9|
1875|33.14|
1876|5.19|
1877|5.81|2018-07-05
1878|72.45|2018-07-05
1879|117.99|2018-07-05
1880|11.83|2018-07-04,2018-07-05,2018-07-06
1881|63.21|
1882|34.93|
1883|197.51|
1884|19.91|
1885|38.79|
1886|3.11|
1887|1.34|2018-07-04,2018-07-05
1888|67.0|
1889|22.49|
1890|12.75|
1891|16.54|
1892|21.85|
1893|23.06|
1894|8.58|
1895|51.21|2018-07-03
1896|24.16|
1897|3.3|
1898|37.94|
1899|68.15|
1900|28.71|
1901|51.86|
1902|30.27|
1903|22.06|
1904|44.76|
1905|19.82|
1906|123.0|
1907|14.31|
1908|2.66|
1909|10.58|
1910|32.44|2018-07-05
1911|39.87|
1912|16.26|
1913|2.62|
1914|91.8|
1915|44.61|
1916|9.33|
1917|11.75|
1918|59.09|
1919|10.65|
1920|8.84|
1921|49.53|2018-07-05
1922|23.29|
1923|24.3|
1924|160.16|
1925|46.83|
1926|160.79|
1927|97.25|
1928|62.73|
1929|77.64|
1930|59.31|2018-07-05
1931|7.72|2018-07-05
1932|104.94|2018-07-05
1933|70.53|2018-07-05
1934|161.67|2018-07-05
1935|17.1|
1936|4.64|
1937|18.79|2018-07-05
1938|108.52|2018-07-05
1939|36.57|2018-07-05
1940|55.44|2018-07-05
1941|22.0|2018-07-05
1942|8.62|2018-06-30
1943|22.0|
1944|29.09|
1945|62.27|
1946|10.96|
1947|12.89|
1948|153.38|
1949|35.17|
1950|78.5|
1951|43.13|
1952|32.37|
1953|98.42|
1954|14.25|
1955|51.53|
1956|16.64|
1957|5.81|
1958|29.9|
1959|25.31|
1960|4.7|
1961|15.73|
1962|54.6|
1963|9.87|
1964|18.42|
1965|25.09|
1966|56.45|
1967|34.39|
1968|6.4|
1969|12.12|
1970|11.07|
1971|5.66|
1972|56.86|
1973|55.57|
1974|41.52|
1975|16.66|
1976|63.8|
1977|8.25|
1978|6.26|
1979|42.44|
1980|34.49|
1981|13.49|2018-07-05
1982|9.83|
1983|10.68|
1984|8.45|
1985|5.63|
1986|49.71|2018-07-05
1987|10.56|
1988|59.93|
1989|15.03|
1990|46.58|2018-07-05
1991|33.15|2018-07-03
1992|2.6|
1993|6.33|
1994|126.93|
1995|42.93|
1996|2.02|
1997|52.29|
1998|27.77|
1999|10.9|
2000|5.8|
2001|2.03|
2002|4.08|
2003|34.87|
2004|13.58|
2005|124.67|
2006|22.53|
2007|16.85|
2008|82.98|
2009|85.27|
2010|13.73|2018-06-30
2011|27.8|
2012|10.85|
2013|12.44|
2014|7.66|
2015|96.01|
2016|32.62|
2017|7.2|
2018|34.05|
2019|41.96|
2020|12.77|
2021|40.7|2018-07-03
2022|8.67|2018-07-04,2018-07-05
2023|3.1|
2024|10.7|
2025|37.94|2018-07-05
2026|12.92|2018-07-04,2018-07-05,2018-07-06
2027|3.68|
2028|7.2|
2029|28.85|
2030|31.36|
2031|10.46|
2032|3.82|
2033|5.23|
2034|3.68|
2035|6.72|
2036|2.38|2018-07-04,2018-07-05
2037|53.45|
2038|60.11|
2039|37.53|
2040|14.28|2018-07-04,2018-07-05,2018-07-06
2041|72.82|
2042|4.48|
2043|10.23|
2044|5.43|2018-07-05
2045|21.87|
2046|36.12|
2047|39.8|
2048|20.72|
2049|35.75|
2050|20.95|
2051|4.62|2018-07-03
2052|4.65|
2053|10.11|
2054|14.87|
2055|11.14|
2056|25.65|
2057|94.98|
2058|41.52|
2059|3.95|
2060|23.8|
2061|1.26|
2062|4.09|
2063|36.03|
2064|72.36|2018-07-05
2065|29.3|
2066|57.6|
2067|26.38|
2068|23.42|
2069|74.37|
2070|7.51|
2071|51.48|
2072|3.58|
2073|11.52|2018-07-05
2074|22.56|
2075|9.87|
2076|19.16|
2077|20.69|
2078|75.41|
2079|122.85|
2080|3.16|
2081|7.98|
2082|50.37|
2083|52.56|
2084|6.12|
2085|3.27|
2086|20.43|
2087|54.92|
2088|81.6|
2089|46.63|
2090|19.03|
2091|6.27|
2092|26.22|2018-07-04
2093|4.37|
2094|14.24|2018-07-03
2095|45.8|
2096|12.25|2018-07-03
2097|21.75|
2098|30.81|2018-07-03
2099|64.51|
2100|3.79|2018-07-03
2101|10.11|
2102|16.58|2018-07-03
2103|9.24|
2104|8.49|
2105|2.11|
2106|7.12|
2107|4.37|
2108|14.24|
2109|28.88|
2110|11.79|
2111|11.13|2018-07-05
2112|11.6|
2113|68.32|
2114|16.14|
2115|22.95|
2116|12.28|
2117|7.66|
2118|29.4|
2119|37.8|
2120|27.22|
2121|4.74|
2122|26.79|
2123|24.46|
2124|99.18|
2125|79.06|
2126|0.84|
2127|17.36|
2128|65.03|
2129|21.92|
2130|20.89|
2131|3.58|
2132|70.89|2018-07-03
2133|8.52|
2134|3.28|
2135|9.37|
2136|7.73|2018-07-03
2137|9.24|
2138|10.58|
2139|31.05|
2140|3.69|
2141|3.87|
2142|3.31|
2143|3.14|
2144|41.52|
2145|5.43|
2146|40.24|
2147|12.81|2018-07-06
2148|10.99|
2149|59.92|
2150|52.56|
2151|45.8|
2152|18.76|
2153|3.2|
2154|9.28|2018-07-05
2155|7.17|2018-07-03
2156|26.08|2018-07-03
2157|15.2|
2158|76.9|
2159|287.84|
2160|43.78|
2161|23.88|
2162|110.88|
2163|14.15|
2164|18.65|
2165|147.82|
2166|50.13|2018-07-10
2167|184.91|2018-06-30
2168|40.24|
2169|11.43|2018-07-03
2170|18.15|2018-07-03,2018-07-04,2018-07-05
2171|37.16|
2172|13.62|
2173|3.76|
2174|5.3|
2175|13.06|
2176|3.78|
2177|14.67|
2178|80.4|2018-07-03
2179|10.91|
2180|25.18|2018-07-03,2018-07-04,2018-07-06
2181|9.17|
2182|2.39|2018-07-03,2018-07-04
2183|181.47|
2184|82.77|
2185|53.98|
2186|27.16|
2187|14.21|
2188|4.28|
2189|9.27|
2190|118.92|
2191|29.37|
2192|17.7|
2193|18.64|
2194|29.07|
2195|20.16|
2196|4.97|2018-07-06
2197|2.24|
2198|5.51|
2199|8.46|
2200|109.65|
2201|12.23|
2202|109.63|
2203|2.48|2018-06-30
2204|25.19|
2205|12.63|
2206|12.63|
2207|14.72|
2208|42.12|
2209|38.87|
2210|55.17|2018-07-05
2211|55.82|
2212|4.52|
2213|32.95|
2214|32.68|2018-07-04
2215|46.43|
2216|17.17|2018-07-05
2217|18.25|
2218|3.67|2018-07-04,2018-07-05
2219|9.04|
2220|8.59|
2221|52.51|
2222|79.45|
2223|25.61|
2224|35.41|
2225|12.74|
2226|74.31|
2227|13.56|
2228|3.24|
2229|16.52|
2230|21.55|
2231|4.2|
2232|48.11|
2233|5.46|
2234|58.59|
2235|2.34|
2236|37.03|
2237|4.27|
2238|3.91|
2239|44.4|
2240|6.63|
2241|56.65|
2242|65.29|
2243|144.97|
2244|109.89|
2245|5.64|
2246|183.86|
2247|96.48|
2248|7.99|
2249|13.71|
2250|10.23|
2251|4.9|
2252|93.2|
2253|33.68|
2254|42.9|
2255|45.19|
2256|42.82|
2257|88.79|
2258|120.54|2018-07-03
2259|7.84|
2260|31.85|
2261|28.05|
2262|59.1|
2263|61.59|
2264|86.82|
2265|48.51|
2266|120.48|
2267|14.24|
2268|6.29|
2269|129.34|
2270|68.32|
2271|12.65|
2272|19.22|
2273|7.85|
2274|70.12|
2275|3.83|
2276|10.72|
2277|1.65|
2278|21.25|
2279|43.08|
2280|14.56|
2281|8.47|
2282|21.75|
2283|5.74|
2284|4.73|
2285|69.65|
2286|33.0|2018-07-05
2287|41.7|
2288|45.75|
2289|34.0|
2290|10.52|
2291|78.12|
2292|30.24|
2293|74.2|
2294|72.76|
2295|83.29|
2296|83.25|
2297|149.39|
2298|9.51|
2299|9.45|
2300|53.45|
2301|73.56|
2302|17.83|
2303|56.35|
2304|246.41|
2305|52.69|
2306|10.2|
2307|115.28|
2308|8.99|2018-06-30
2309|43.97|2018-07-10
2310|55.21|
2311|79.95|
2312|109.81|
2313|75.97|
2314|179.13|
2315|54.76|
2316|11.09|
2317|77.59|
2318|15.61|
2319|25.67|
2320|127.81|
2321|30.31|
2322|30.49|
2323|8.17|
2324|24.9|
2325|23.83|
2326|43.57|
2327|11.79|
2328|25.16|
2329|17.9|
2330|71.06|
2331|1.71|
2332|31.39|
2333|27.07|
2334|24.6|
2335|29.37|
2336|17.18|
2337|16.27|
2338|20.72|
2339|37.41|
2340|8.56|
2341|82.0|
2342|11.91|
2343|23.29|
2344|4.86|
2345|4.68|2018-07-05
2346|5.0|
2347|26.53|
2348|10.75|
2349|4.29|
2350|14.25|
2351|34.05|
2352|3.36|
2353|30.94|
2354|5.12|
2355|4.08|
2356|4.27|
2357|56.68|2018-07-03
2358|48.07|
2359|2.87|2018-07-03
2360|29.48|2018-07-03,2018-07-05
2361|10.44|2018-07-04
2362|14.72|
2363|11.38|
2364|28.46|
2365|12.29|2018-07-04
2366|4.08|
2367|2.88|
2368|8.34|2018-07-04
2369|10.3|
2370|26.61|
2371|45.38|
2372|5.35|
2373|52.6|
2374|6.82|
2375|5.48|
2376|37.14|
2377|10.46|
2378|46.89|
2379|70.56|
2380|4.9|
2381|6.6|
2382|37.66|
2383|55.81|
2384|8.44|
2385|5.38|
2386|14.89|
2387|153.82|
2388|121.07|
2389|59.45|
2390|126.21|
2391|56.62|
2392|190.67|
2393|19.27|
2394|278.46|
2395|19.47|
2396|13.15|
2397|22.95|
2398|72.93|2018-07-03
2399|146.28|
2400|175.96|
2401|23.94|
2402|14.02|
2403|44.74|
2404|10.46|
2405|2.8|
2406|12.62|
2407|6.48|
2408|10.47|
2409|21.16|
2410|15.8|
2411|23.31|
2412|46.37|
2413|40.69|
2414|74.91|
2415|127.56|
2416|19.23|
2417|94.25|
2418|26.58|
2419|135.99|
2420|58.9|
2421|234.45|
2422|28.2|
2423|31.83|
2424|12.94|
2425|47.0|
2426|9.24|
2427|79.31|
2428|41.43|
2429|234.74|
2430|174.59|
2431|157.37|
2432|18.09|
2433|23.64|
2434|1.91|
2435|16.36|
2436|7.55|
2437|8.14|
2438|2.1|
2439|4.52|
2440|13.21|
2441|7.83|
2442|66.97|
2443|16.39|
2444|8.56|
2445|20.06|
2446|12.38|
2447|48.29|
2448|3.61|
2449|9.29|
2450|81.36|
2451|53.74|
2452|16.39|
2453|13.18|
2454|29.98|
2455|74.27|
2456|29.11|
2457|96.16|
2458|33.35|
2459|25.46|
2460|24.46|
2461|44.9|
2462|34.73|
2463|55.08|
2464|12.24|
2465|39.08|
2466|10.94|
2467|10.54|
2468|83.29|
2469|36.79|
2470|133.82|
2471|19.86|
2472|18.2|
2473|99.27|
2474|89.2|
2475|34.17|
2476|23.06|
2477|65.83|
2478|4.89|
2479|10.61|
2480|21.9|
2481|71.26|
2482|3.15|
2483|45.21|
2484|63.49|
2485|95.98|
2486|26.39|
2487|59.89|
2488|53.25|
2489|47.73|
2490|46.29|2018-06-30
2491|31.39|
2492|81.02|
2493|24.98|
2494|30.03|2018-07-03
2495|39.92|2018-07-03
2496|71.85|2018-07-03
2497|6.33|
2498|4.63|
2499|7.12|
2500|6.1|
2501|7.44|2018-07-05
2502|15.91|2018-07-10
2503|58.62|
2504|166.39|
2505|81.72|
2506|60.67|
2507|194.18|
2508|14.53|
2509|155.16|
2510|127.81|
2511|208.02|
2512|30.77|
2513|29.08|
2514|28.88|
2515|23.64|
2516|7.12|
2517|17.85|
2518|37.41|
2519|11.79|2018-07-05
2520|2.24|
2521|2.36|2018-07-04,2018-07-09
2522|9.9|
2523|7.02|
2524|9.9|
2525|8.72|
2526|14.15|
2527|38.24|
2528|106.74|
2529|4.72|
2530|13.0|
2531|2.07|
2532|12.98|
2533|20.16|
2534|4.99|
2535|39.69|
2536|14.43|
2537|56.11|
2538|4.37|
2539|37.33|
2540|22.85|
2541|7.58|
2542|19.39|
2543|11.57|
2544|26.05|
2545|12.3|
2546|14.24|
2547|167.67|
2548|75.89|
2549|32.54|
2550|90.38|
2551|23.63|
2552|279.78|
2553|57.42|
2554|234.51|
2555|22.99|
2556|68.81|
2557|39.72|
2558|6.57|
2559|133.28|
2560|58.44|
2561|29.81|
2562|116.47|
2563|217.53|
2564|68.85|
2565|29.56|
2566|80.75|
2567|9.32|
2568|55.7|2018-07-03
2569|5.97|
2570|13.4|
2571|3.54|
2572|28.02|2018-07-05
2573|13.33|
2574|49.98|
2575|232.62|2018-07-10
2576|40.38|
2577|62.89|
2578|82.57|
2579|149.27|
2580|26.48|
2581|1.94|
2582|3.83|
2583|53.63|2018-07-03
2584|14.99|2018-07-05
2585|44.74|
2586|3.6|
2587|14.91|
2588|23.8|
2589|18.37|
2590|30.5|
2591|41.96|
2592|20.95|
2593|91.09|
2594|35.61|
2595|40.81|
2596|141.73|
2597|191.8|
2598|194.18|
2599|17.61|2018-07-03
2600|56.69|
2601|19.68|
2602|22.96|
2603|18.09|
2604|1.63|2018-07-04,2018-07-05
2605|7.35|
2606|178.29|
2607|8.12|2018-07-03
2608|23.88|
2609|9.48|
2610|6.09|
2611|15.87|
2612|29.91|
2613|9.6|
2614|2.39|2018-06-30
2615|5.66|
2616|3.71|
2617|19.69|
2618|3.61|
2619|7.43|2018-06-30
2620|15.14|
2621|56.45|2018-07-05
2622|106.39|
2623|43.14|
2624|6.05|
2625|30.07|2018-07-05
2626|4.76|2018-07-05
2627|105.5|
2628|8.5|
2629|113.2|2018-07-05
2630|37.66|
2631|82.03|2018-07-05
2632|49.43|
2633|29.28|
2634|9.87|
2635|25.36|
2636|37.66|
2637|4.86|
2638|12.74|
2639|11.77|
2640|1.86|2018-07-04
2641|29.37|
2642|7.6|
2643|38.02|
2644|46.67|
2645|34.97|
2646|27.12|
2647|15.61|
2648|49.78|
2649|20.92|
2650|24.47|
2651|28.14|
2652|9.81|
2653|39.77|
2654|14.11|
2655|1.99|
2656|10.58|
2657|4.3|
2658|2.97|
2659|19.67|
2660|33.22|
2661|25.6|2018-07-05
2662|7.52|
2663|1.96|
2664|25.87|
2665|43.25|
2666|14.67|
2667|15.6|
2668|46.83|
2669|16.72|
2670|27.16|
2671|3.4|
2672|7.11|
2673|13.16|
2674|13.46|
2675|29.61|
2676|6.55|
2677|5.91|
2678|13.8|
2679|8.94|
2680|38.37|
2681|1.39|
2682|15.51|
2683|1.49|
2684|9.7|2018-06-30
2685|7.77|
2686|8.46|
2687|5.9|
2688|6.49|
2689|3.05|
2690|87.9|
2691|447.4|
2692|97.13|
2693|519.7|
2694|212.24|
2695|220.22|
2696|122.35|
2697|259.2|
2698|463.47|
2699|649.03|
2700|278.17|
2701|67.94|
2702|162.02|
2703|99.52|
2704|85.54|
2705|448.29|
2706|381.47|
2707|38.53|
2708|22.65|
2709|19.35|
2710|15.05|
2711|1.11|2018-06-30
2712|82.37|
2713|3.61|2018-07-03
2714|52.35|
2715|86.71|
2716|20.72|
2717|140.39|
2718|195.14|2018-06-30
2719|18.19|
2720|20.29|
2721|59.37|
2722|81.6|
2723|12.31|
2724|20.14|
2725|22.2|
2726|5.41|
2727|3.84|
2728|83.25|
2729|118.36|
2730|66.71|
2731|117.11|
2732|75.94|
2733|35.98|
2734|15.02|
2735|6.57|
2736|48.2|
2737|54.5|
2738|47.48|
2739|93.68|
2740|33.88|2018-07-05
2741|28.9|
2742|4.4|
2743|8.09|
2744|9.69|
2745|2.35|
2746|63.71|
2747|45.21|
2748|21.07|
2749|28.58|
2750|3.52|
2751|3.92|
2752|35.14|
2753|12.06|
2754|6.83|
2755|9.57|
2756|14.35|
2757|3.0|2018-07-04
2758|28.14|
2759|75.83|
2760|152.29|
2761|98.64|
2762|94.25|
2763|7.17|
2764|9.5|2018-06-30
2765|16.53|2018-06-30
2766|4.37|
2767|24.02|
2768|11.64|
2769|9.79|2018-06-30
2770|58.81|
2771|13.22|2018-07-05
2772|42.07|
2773|1.85|2018-07-04,2018-07-06
2774|46.95|2018-07-03
2775|36.14|
2776|32.5|
2777|2.48|
2778|5.26|
2779|45.75|
2780|64.8|
2781|72.81|
2782|60.22|
2783|168.68|
2784|102.79|
2785|113.78|
2786|16.72|
2787|60.09|
2788|223.17|
2789|215.26|
2790|20.95|
2791|46.02|
2792|72.17|
2793|259.62|
2794|16.36|
2795|165.83|
2796|163.8|
2797|54.44|
2798|4.17|
2799|2.96|
2800|32.48|2018-07-10
2801|30.7|
2802|23.83|
2803|37.53|2018-06-30
2804|44.04|
2805|14.94|
2806|21.29|
2807|120.0|
2808|77.98|
2809|124.29|
2810|7.88|
2811|95.5|
2812|124.29|
2813|147.9|
2814|42.51|
2815|25.49|
2816|147.38|
2817|12.91|
2818|93.49|
2819|8.99|
2820|31.02|
2821|6.02|
2822|4.24|2018-07-03
2823|71.0|
2824|14.35|
2825|133.2|
2826|126.3|
2827|61.27|
2828|163.24|
2829|47.31|
2830|24.23|
2831|126.75|2018-07-05
2832|8.61|
2833|22.26|
2834|11.69|
2835|141.83|
2836|137.77|
2837|75.11|
2838|14.28|
2839|12.63|
2840|280.44|
2841|14.73|
2842|69.55|
2843|93.64|
2844|117.85|
2845|51.67|
2846|108.65|
2847|68.15|
2848|50.59|
2849|202.98|
2850|52.55|
2851|4.01|
2852|48.18|
2853|5.38|
2854|43.69|
2855|5.8|2018-07-04,2018-07-05,2018-07-06
2856|43.69|2018-07-05
2857|15.75|
2858|20.47|
2859|59.87|2018-07-03
2860|68.16|2018-07-05
2861|133.86|
2862|238.97|
2863|50.06|
2864|110.48|
2865|10.7|2018-07-03
2866|193.44|
2867|32.54|
2868|181.92|
2869|42.87|2018-07-03
2870|27.61|
2871|59.16|2018-07-03
2872|19.37|
2873|62.89|
2874|11.47|
2875|129.43|
2876|6.98|2018-07-03
2877|38.0|
2878|37.8|
2879|55.78|
2880|5.07|
2881|7.22|
2882|4.01|2018-06-30
2883|15.05|
2884|21.91|
2885|19.07|
2886|6.77|
2887|7.43|
2888|41.31|
2889|11.9|2018-07-03
2890|23.42|2018-07-08
2891|7.42|
2892|6.85|2018-07-03
2893|48.07|
2894|12.65|
2895|30.54|
2896|14.75|
2897|13.21|
2898|51.5|
2899|39.77|2018-06-30
2900|30.35|2018-06-30
2901|9.31|
2902|16.71|
2903|4.95|
2904|3.29|2018-07-10
2905|2.76|
2906|4.84|2018-06-30
2907|30.27|2018-07-10
2908|56.3|2018-06-30
2909|145.91|
2910|149.83|
2911|6.44|
2912|68.18|
2913|139.08|
2914|30.46|
2915|89.88|
2916|47.4|
2917|79.54|
2918|9.9|
2919|5.74|
2920|62.27|2018-07-05
2921|63.43|2018-07-05
2922|13.02|
2923|7.19|
2924|40.14|
2925|2.09|
2926|16.71|
2927|4.85|
2928|26.01|
2929|7.42|
2930|10.81|
2931|2.53|2018-07-03
2932|13.67|
2933|26.53|
2934|23.04|
2935|37.8|
2936|19.64|
2937|27.96|
2938|15.3|2018-07-06
2939|5.74|2018-07-10
2940|46.26|
2941|7.88|
2942|15.59|
2943|77.01|
2944|222.03|
2945|202.16|
2946|168.6|2018-07-03
2947|6.32|2018-07-05
2948|29.56|
2949|11.8|
2950|6.3|
2951|2.22|
2952|14.62|
2953|12.02|
2954|53.26|
2955|39.85|
2956|82.55|
2957|46.31|
2958|52.04|
2959|142.8|
2960|31.78|
2961|37.6|
2962|21.83|
2963|82.44|
2964|68.2|
2965|16.51|
2966|77.01|
2967|89.93|
2968|22.16|
2969|21.08|
2970|99.08|
2971|63.84|
2972|37.74|
2973|9.29|
2974|95.24|
2975|16.41|
2976|64.85|
2977|27.61|
2978|96.55|
2979|96.12|
2980|43.62|
2981|56.62|
2982|23.68|
2983|11.9|
2984|120.18|
2985|21.93|
2986|7.02|
2987|25.71|
2988|78.56|
2989|63.62|
2990|53.04|
2991|26.32|
2992|11.24|
2993|112.03|
2994|63.41|
2995|14.8|
2996|116.49|
2997|5.98|
2998|33.84|
2999|148.7|
3000|38.19|
3001|11.98|
3002|8.42|
3003|16.04|
3004|43.73|
3005|5.33|
3006|34.67|
3007|70.82|
3008|25.13|
3009|16.55|
3010|17.64|
3011|14.07|
3012|45.31|
3013|15.41|
3014|11.84|
3015|4.09|
3016|66.72|
3017|32.69|
3018|16.95|
3019|2.25|
3020|192.72|
3021|73.44|
3022|10.1|
3023|12.8|
3024|11.84|
3025|51.91|
3026|29.19|
3027|36.01|
3028|63.46|
3029|7.81|
3030|12.32|
3031|30.57|
3032|72.05|
3033|7.21|
3034|82.55|
3035|8.21|
3036|10.47|
3037|66.5|
3038|33.84|
3039|13.41|
3040|36.82|
3041|73.44|
3042|231.4|
3043|17.49|
3044|23.68|
3045|43.73|
3046|14.14|
3047|45.55|
3048|96.5|
3049|34.67|
3050|13.68|
3051|43.76|
3052|92.43|
3053|43.21|
3054|3.74|
3055|77.68|
3056|34.67|
3057|5.47|
3058|24.87|
3059|6.19|
3060|17.06|
3061|13.52|
3062|58.22|
3063|46.07|
3064|156.15|
3065|68.36|
3066|26.32|
3067|8.53|
3068|26.54|
3069|26.73|
3070|20.87|
3071|26.73|
3072|53.06|
3073|19.7|
3074|128.7|
3075|7.85|
3076|165.24|
3077|114.4|
3078|11.17|
3079|71.99|
3080|5.04|
3081|23.03|
3082|24.98|
3083|66.28|
3084|489.24|
3085|179.9|
3086|102.0|
3087|19.44|
3088|78.92|
3089|48.07|
3090|418.68|2018-07-06
3091|41.45|
3092|122.16|
3093|119.96|
3094|76.49|
3095|167.3|2018-07-02
3096|71.05|
3097|273.6|
3098|283.69|
3099|8.45|
3100|51.14|
3101|10.59|
3102|208.05|
3103|78.61|
3104|74.63|2018-07-02
3105|125.61|
3106|141.51|
3107|160.83|
3108|35.17|
3109|55.81|
3110|253.56|
3111|192.48|
3112|397.78|
3113|12.13|
3114|114.22|
3115|11.42|
3116|23.85|
3117|141.29|
3118|195.95|
3119|95.26|
3120|65.03|2018-07-02
3121|299.89|
3122|179.32|
3123|132.03|
3124|332.47|
3125|59.32|
3126|8.01|2018-07-02,2018-07-04
3127|5.32|2018-07-01
3128|61.44|
3129|75.21|2018-07-11
3130|14.67|
3131|52.97|
3132|57.6|2018-07-11
3133|12.8|
3134|6.01|2018-07-02
3135|11.04|2018-07-02
3136|98.45|2018-07-08
3137|78.97|
3138|36.39|
3139|59.92|
3140|3.72|2018-07-06
3141|88.98|
3142|10.93|
3143|54.98|2018-07-12
3144|1.21|
3145|4.08|
3146|21.67|
3147|9.58|
3148|71.3|2018-07-06
3149|10.09|2018-07-02
3150|15.5|
3151|8.14|2018-07-08
3152|14.57|
3153|33.94|
3154|52.56|
3155|2.52|
3156|2.79|
3157|28.47|
3158|15.21|
3159|17.54|
3160|27.12|
3161|8.9|
3162|27.16|
3163|0.97|
3164|3.85|
3165|3.54|
3166|10.34|
3167|10.93|
3168|5.34|2018-07-02
3169|55.6|
3170|4.95|2018-07-02
3171|21.74|
3172|6.52|
3173|12.71|
3174|28.91|
3175|24.37|
3176|38.11|2018-07-02
3177|10.94|
3178|15.89|
3179|2.68|
3180|6.81|
3181|17.87|
3182|27.71|
3183|12.02|
3184|36.29|
3185|14.03|2018-07-02
3186|9.2|2018-07-02
3187|6.18|
3188|31.76|
3189|21.78|
3190|19.52|
3191|39.37|
3192|24.37|
